"Time Step","Hardwood Merchantable","Hardwood Other","Hardwood Foliage","Hardwood Fine Roots","Hardwood Coarse Roots","Aboveground Very Fast DOM","Belowground Very Fast DOM","Aboveground Fast DOM","Belowground Fast DOM","Medium DOM","Aboveground Slow DOM","Belowground Slow DOM","Softwood Stem Snag","Softwood Branch Snag","Hardwood Stem Snag","Hardwood Branch Snag",
24,35.80649948,26.92074203,3.771294355,1.975493312,13.97187805,13.4884042739868,1.11635184288025,11.8949451446533,1.84865403175354,46.708869934082,62.0429039001465,215.219787597656,0,0,34.7837142944336,2.22598218917847,
25,38.02122879,27.42030716,3.854827166,1.985388398,14.37134647,13.7956733703613,1.12290418148041,11.7282686233521,1.78544640541077,46.5387153625488,62.3459930419922,215.027053833008,0,0,33.4373931884766,2.15797019004822,
26,40.2077713,27.9022007,3.936752319,1.994936943,14.75805759,14.0980710983276,1.12910401821136,11.5893840789795,1.73227262496948,46.3311996459961,62.6531944274902,214.836364746094,0,0,32.1646690368652,2.10456538200378,
27,42.36196899,28.3667984,4.016961098,2.004185677,15.13204479,14.3953733444214,1.13501131534576,11.4761562347412,1.68798542022705,46.0896186828613,62.964786529541,214.647888183594,0,0,30.9620475769043,2.06346416473389,
28,44.48197937,28.81482506,4.095424175,2.01317811,15.49369431,14.6873655319214,1.14067399501801,11.3864774703979,1.65155744552612,45.8170700073242,63.2809791564941,214.461761474609,0,0,29.8261814117432,2.03270554542542,
29,46.55903625,29.2454834,4.171867847,2.021917582,15.84218407,14.9737758636475,1.1461273431778,11.3182821273804,1.62206506729126,45.5164604187012,63.6019172668457,214.278137207031,0,0,28.7538375854492,2.01061487197876,
30,48.59355164,29.65981865,4.246345997,2.030436993,16.17822075,15.2543182373047,1.15139806270599,11.2695665359497,1.59867942333221,45.1905250549316,63.9276809692383,214.097122192383,0,0,27.7419052124023,1.99576437473297,
31,50.58361435,30.05833244,4.318840027,2.038753033,16.50207138,15.5287866592407,1.15650796890259,11.2384309768677,1.58066117763519,44.8418235778809,64.2582931518555,213.918838500977,0,0,26.7874069213867,1.98694181442261,
32,52.52271652,30.44050026,4.38915205,2.046856165,16.81322861,15.7969427108765,1.16147208213806,11.2230625152588,1.56734621524811,44.4727516174316,64.5937423706055,213.743392944336,0,0,25.8874778747559,1.98311269283295,
33,54.4134903,30.80760574,4.457416534,2.05477047,17.11262131,16.0585803985596,1.16630136966705,11.2217531204224,1.55814051628113,44.0855598449707,64.933952331543,213.570846557617,0,0,25.0393695831299,1.98339748382568,
34,56.25394821,31.15990257,4.523602009,2.062497377,17.40040207,16.3135776519775,1.17100548744202,11.2329177856445,1.55251622200012,43.6823463439941,65.27880859375,213.401306152344,0,0,24.2404613494873,1.98705267906189,
35,58.0398407,31.49719048,4.587587357,2.070024252,17.6763401,16.5617866516113,1.1755895614624,11.2550678253174,1.54999947547913,43.2650756835938,65.6281509399414,213.234802246094,0,0,23.4882278442383,1.99344325065613,
36,59.77370453,31.82052231,4.649495125,2.077366114,17.9412365,16.8030910491943,1.18005704879761,11.2868251800537,1.55016756057739,42.8355751037598,65.981819152832,213.071411132813,0,0,22.780252456665,2.0020318031311,
37,61.45351791,32.13002777,4.709280491,2.08451581,18.19514084,17.037425994873,1.18441116809845,11.32692527771,1.55264520645142,42.3955535888672,66.3395919799805,212.911163330078,0,0,22.1142292022705,2.01236486434937,
38,63.07950974,32.42622375,4.76698494,2.091474295,18.43843842,17.2647457122803,1.18865311145782,11.3742036819458,1.55709791183472,41.9465980529785,66.7012481689453,212.754119873047,0,0,21.4879550933838,2.02405858039856,
39,64.65190125,32.7095871,4.822633743,2.098242044,18.67147064,17.4850368499756,1.19278383255005,11.4275979995728,1.56322860717773,41.4901847839355,67.066535949707,212.600326538086,0,0,20.899320602417,2.03678965568542,
40,66.17313385,32.98094177,4.876338482,2.104827404,18.89488029,17.6983394622803,1.19680488109589,11.4861488342285,1.57077538967133,41.0276870727539,67.4352035522461,212.449798583984,0,0,20.3463230133057,2.05028867721558,
41,67.63887787,33.23986435,4.927964211,2.111209869,19.10829735,17.9046745300293,1.20071601867676,11.5489778518677,1.57950437068939,40.5603790283203,67.8069686889648,212.302536010742,0,0,19.8270435333252,2.06432723999023,
42,69.05605316,33.48788834,4.977770329,2.117416143,19.31296158,18.1041088104248,1.20451784133911,11.6152925491333,1.58920979499817,40.0894393920898,68.1815490722656,212.158569335938,0,0,19.3396587371826,2.07871580123901,
43,70.41806793,33.7242012,5.025544167,2.12341547,19.50814629,18.2967052459717,1.20820999145508,11.6843814849854,1.59970939159393,39.6159591674805,68.5586624145508,212.017913818359,0,0,18.8824253082275,2.09329581260681,
44,71.73180389,33.9502449,5.071543217,2.129234076,19.69503593,18.4825325012207,1.21179211139679,11.7555999755859,1.61084175109863,39.1409454345703,68.9380111694336,211.880554199219,0,0,18.4536800384521,2.10793519020081,
45,72.99740601,34.16628647,5.115782261,2.134870052,19.8738308,18.6617469787598,1.21526622772217,11.8283882141113,1.62246799468994,38.6653289794922,69.3192977905273,211.746520996094,0,0,18.0518589019775,2.12252879142761,
46,74.21271515,34.37218094,5.158194542,2.140310526,20.04438972,18.8344497680664,1.21863234043121,11.9022350311279,1.63446426391602,38.1899604797363,69.7022399902344,211.615783691406,0,0,17.6754550933838,2.13698816299438,
47,75.38235474,34.56894684,5.198954105,2.145573378,20.20751953,19.0007572174072,1.22189080715179,11.9766912460327,1.64672195911407,37.7156219482422,70.0865478515625,211.488357543945,0,0,17.3230457305908,2.15124130249023,
48,76.50641632,34.75675201,5.238077164,2.150655508,20.36336136,19.1608352661133,1.22504341602325,12.0513648986816,1.65914833545685,37.2430381774902,70.4719314575195,211.364212036133,0,0,16.9932765960693,2.16523265838623,
49,77.58498383,34.9357872,5.275566101,2.155554771,20.51205444,19.3148174285889,1.22809076309204,12.1259078979492,1.67166125774384,36.7728691101074,70.8581237792969,211.243347167969,0,0,16.6848640441895,2.17891645431519,
50,78.62037659,35.10661697,5.311516762,2.160279274,20.65404129,19.4628429412842,1.23103380203247,12.2000150680542,1.68418967723846,36.3057136535645,71.2448425292969,211.125732421875,0,0,16.3965835571289,2.19225716590881,
51,79.61268616,35.26939011,5.345934391,2.164826393,20.78942871,19.6050605773926,1.23387384414673,12.2734222412109,1.69667220115662,35.8421173095703,71.6318054199219,211.011367797852,0,0,16.1272735595703,2.2052276134491,
52,80.56421661,35.42460251,5.378903389,2.169204712,20.91862679,19.7416191101074,1.23661231994629,12.3459005355835,1.7090562582016,35.382568359375,72.0187759399414,210.900207519531,0,0,15.8758325576782,2.21780824661255,
53,81.47727203,35.57275009,5.410512924,2.173422337,21.04203987,19.8726997375488,1.23925173282623,12.4172601699829,1.72129833698273,34.9275207519531,72.4054870605469,210.792236328125,0,0,15.6412210464478,2.22998666763306,
54,82.35189056,35.71395874,5.440766811,2.177477598,21.15974617,19.9984798431396,1.24179446697235,12.4873399734497,1.73336148262024,34.4773788452148,72.7917022705078,210.687423706055,0,0,15.4224557876587,2.24175548553467,
55,83.18814087,35.84831238,5.469666958,2.181368351,21.27182388,20.1190967559814,1.24424159526825,12.5559988021851,1.74521327018738,34.0325050354004,73.1771850585938,210.585754394531,0,0,15.2185955047607,2.25310921669006,
56,83.99053192,35.97665787,5.497384548,2.185114384,21.37894821,20.2347259521484,1.24659562110901,12.6231241226196,1.7568279504776,33.5932197570801,73.5617141723633,210.487182617188,0,0,15.0287570953369,2.26404714584351,
57,84.75688171,36.09871674,5.523834229,2.188703537,21.48088264,20.3455333709717,1.24885892868042,12.688627243042,1.76818454265594,33.1598091125488,73.945068359375,210.391693115234,0,0,14.8521022796631,2.27457213401794,
58,85.49169159,36.21525192,5.549182415,2.1921556,21.57827568,20.451681137085,1.25103390216827,12.7524347305298,1.77926588058472,32.7325248718262,74.3270492553711,210.299240112305,0,0,14.687837600708,2.2846884727478,
59,86.19499969,36.32637024,5.573428631,2.195469379,21.67118454,20.5533580780029,1.25312376022339,12.8144969940186,1.79005992412567,32.311595916748,74.7074584960938,210.20979309082,0,0,14.5352191925049,2.29440402984619,
60,86.86460876,36.43175507,5.59650135,2.198632956,21.75936127,20.6506843566895,1.25512957572937,12.8747663497925,1.80055475234985,31.8972053527832,75.0861129760742,210.123321533203,0,0,14.3935298919678,2.30372500419617,
61,87.5072403,36.53254318,5.618630409,2.201676846,21.84372902,20.7438125610352,1.2570538520813,12.9332151412964,1.81074297428131,31.4895248413086,75.4628295898438,210.039779663086,0,0,14.2620983123779,2.312659740448,
62,88.12068939,36.63104248,5.639866352,2.204600573,21.92433548,20.8329696655273,1.25890100002289,12.9898681640625,1.82062208652496,31.0886898040771,75.8374557495117,209.95915222168,0,0,14.1402978897095,2.32123208045959,
63,88.70720673,36.7264061,5.660227299,2.207408905,22.00136566,20.9183578491211,1.26067447662354,13.044774055481,1.83019113540649,30.6948184967041,76.2098388671875,209.881408691406,0,0,14.0275287628174,2.32946944236755,
64,89.26682281,36.81713867,5.679646492,2.210094452,22.07467079,21.0001125335693,1.26237630844116,13.0979442596436,1.83944928646088,30.3080024719238,76.5798492431641,209.80647277832,0,0,13.9232244491577,2.33738422393799,
65,89.80178833,36.90366364,5.698204994,2.212667465,22.14457703,21.07834815979,1.26400804519653,13.149377822876,1.84839653968811,29.9283180236816,76.9473419189453,209.734359741211,0,0,13.8268518447876,2.34498119354248,
66,90.3121109,36.98596573,5.715896606,2.215126514,22.21110725,21.1531848907471,1.26557159423828,13.1990804672241,1.85703468322754,29.5558204650879,77.3121948242188,209.664978027344,0,0,13.7379093170166,2.3522675037384,
67,90.79781342,37.06411362,5.732736588,2.217471838,22.27428818,21.2247123718262,1.26706790924072,13.2470607757568,1.86536514759064,29.1905498504639,77.6742935180664,209.59831237793,0,0,13.6559162139893,2.3592483997345,
68,91.26337433,37.13886642,5.748869419,2.219723701,22.33472443,21.2930698394775,1.26849985122681,13.2933387756348,1.87339234352112,28.8325271606445,78.0335311889648,209.534332275391,0,0,13.5804262161255,2.36593270301819,
69,91.70879364,37.21020126,5.764297485,2.221882105,22.39242554,21.3584136962891,1.2698712348938,13.3379468917847,1.8811229467392,28.4817600250244,78.3898010253906,209.472991943359,0,0,13.5110301971436,2.37233185768127,
70,92.13185883,37.2778244,5.778949738,2.223935604,22.4471283,21.4208469390869,1.27118360996246,13.3809108734131,1.88856184482574,28.1382427215576,78.7429962158203,209.414260864258,0,0,13.4473257064819,2.37845373153687,
71,92.53482056,37.34212112,5.792906284,2.225894451,22.49914169,21.480447769165,1.27243745326996,13.4222536087036,1.89571356773376,27.8019618988037,79.0930480957031,209.358093261719,0,0,13.3889322280884,2.38430547714233,
72,92.91989899,37.40342712,5.806233883,2.227769375,22.54875755,21.5373363494873,1.27363538742065,13.462010383606,1.90258479118347,27.4728851318359,79.4398727416992,209.304458618164,0,0,13.3354978561401,2.38989663124084,
73,93.28934479,37.46214676,5.819021702,2.229570389,22.59628296,21.5916633605957,1.2747814655304,13.500226020813,1.909184217453,27.1509761810303,79.7833862304688,209.253311157227,0,0,13.2867012023926,2.39523887634277,
74,93.63869476,37.51757813,5.831110001,2.231276035,22.64115524,21.6435203552246,1.27587676048279,13.536937713623,1.91551864147186,26.8361854553223,80.12353515625,209.204605102539,0,0,13.242226600647,2.40034055709839,
75,93.972435,37.5704422,5.842656612,2.232907295,22.68395996,21.6929798126221,1.27692198753357,13.5721769332886,1.92159414291382,26.5284557342529,80.4602584838867,209.158309936523,0,0,13.2017755508423,2.40520930290222,
76,94.29277039,37.62111664,5.853738785,2.234475136,22.72498703,21.7401847839355,1.27792096138,13.6059942245483,1.92742013931274,26.2277240753174,80.7934799194336,209.114379882813,0,0,13.1650791168213,2.40985655784607,
77,94.59528351,37.66887665,5.864199638,2.235957146,22.76367569,21.7852172851563,1.27887499332428,13.6384286880493,1.93300378322601,25.9339179992676,81.123176574707,209.072784423828,0,0,13.1318778991699,2.41429090499878,
78,94.8866272,37.71482468,5.874273777,2.237386227,22.80089188,21.8281726837158,1.27978587150574,13.6695222854614,1.93835306167603,25.6469612121582,81.4492874145508,209.033493041992,0,0,13.1019277572632,2.41852068901062,
79,95.16236877,37.75826645,5.883807182,2.238740206,22.83607483,21.8691539764404,1.28065598011017,13.6993217468262,1.94347643852234,25.3667736053467,81.7717971801758,208.996459960938,0,0,13.0750026702881,2.42255544662476,
80,95.42474365,37.79951859,5.892877102,2.240029812,22.86951065,21.9082107543945,1.28148567676544,13.7278633117676,1.94837999343872,25.0932655334473,82.0906524658203,208.961639404297,0,0,13.0508823394775,2.42640161514282,
81,95.67596436,37.838974,5.901562691,2.241265535,22.90149117,21.9454460144043,1.28227722644806,13.7551898956299,1.95307219028473,24.8263454437256,82.4058303833008,208.929016113281,0,0,13.0293664932251,2.43006753921509,
82,95.91383362,37.87631989,5.909780502,2.242436886,22.93174362,21.980936050415,1.28303217887878,13.7813444137573,1.95756030082703,24.5659198760986,82.7173156738281,208.898544311523,0,0,13.0102663040161,2.43356132507324,
83,96.14279175,37.91222,5.917693615,2.243565083,22.9608345,22.0147686004639,1.28375267982483,13.8063716888428,1.9618524312973,24.3118858337402,83.0250854492188,208.870178222656,0,0,12.9934072494507,2.43689107894897,
84,96.35837555,37.94597244,5.925142765,2.244628429,22.98819733,22.0470161437988,1.28443992137909,13.8303108215332,1.96595573425293,24.0641422271729,83.3291244506836,208.843872070313,0,0,12.9786224365234,2.44006419181824,
85,96.56506348,37.97829819,5.932283401,2.245648384,23.01440811,22.0777339935303,1.28509473800659,13.8531999588013,1.9698771238327,23.8225860595703,83.6294174194336,208.819610595703,0,0,12.9657535552979,2.44308614730835,
86,96.7628479,38.00921249,5.939117908,2.246625423,23.03947067,22.1070251464844,1.28571975231171,13.8750839233398,1.97362458705902,23.5871124267578,83.9259719848633,208.797348022461,0,0,12.9546594619751,2.44596600532532,
87,96.94950104,38.03834915,5.94556427,2.247547865,23.06310081,22.1349353790283,1.28631567955017,13.8959999084473,1.97720456123352,23.3576107025146,84.2187728881836,208.777053833008,0,0,12.9452028274536,2.44870901107788,
88,97.1272583,38.06607437,5.951703548,2.248426676,23.08558846,22.161506652832,1.28688299655914,13.9159803390503,1.98062288761139,23.1339721679688,84.5078201293945,208.758682250977,0,0,12.9372501373291,2.45132040977478,
89,97.29833221,38.09274673,5.957613468,2.249273539,23.10721779,22.1868267059326,1.28742408752441,13.9350681304932,1.98388719558716,22.916088104248,84.7931137084961,208.742218017578,0,0,12.9306879043579,2.45380759239197,
90,97.45828247,38.11766052,5.963134289,2.250065327,23.12742424,22.2109375,1.28793954849243,13.9532947540283,1.98700308799744,22.7038459777832,85.0746765136719,208.727630615234,0,0,12.9253997802734,2.45617532730103,
91,97.61378479,38.14185715,5.968504906,2.250835896,23.14705658,22.2338981628418,1.28843057155609,13.9706974029541,1.98997676372528,22.4971351623535,85.3525085449219,208.714874267578,0,0,12.9212846755981,2.45842957496643,
92,97.76039124,38.16467285,5.97356987,2.251562595,23.16555405,22.2557888031006,1.2888993024826,13.9873132705688,1.99281525611877,22.2958431243896,85.6266174316406,208.703903198242,0,0,12.9182481765747,2.4605770111084,
93,97.90032959,38.18641281,5.978400707,2.252256632,23.18319893,22.2766380310059,1.28934597969055,14.0031728744507,1.99552369117737,22.0998573303223,85.8970184326172,208.694702148438,0,0,12.9161949157715,2.46262145042419,
94,98.03359222,38.20711517,5.983000755,2.252917767,23.19999313,22.2964973449707,1.28977155685425,14.0183086395264,1.99810779094696,21.9090671539307,86.1637268066406,208.687225341797,0,0,12.9150438308716,2.46456813812256,
95,98.1601944,38.22677612,5.987370014,2.253546238,23.21594238,22.315408706665,1.29017698764801,14.032751083374,2.000572681427,21.7233600616455,86.4267730712891,208.681442260742,0,0,12.9147129058838,2.46642136573792,
96,98.28011322,38.24537659,5.991511345,2.254141808,23.23103714,22.3334045410156,1.290562748909,14.0465269088745,2.00292301177979,21.5426273345947,86.686164855957,208.677337646484,0,0,12.9151268005371,2.46818494796753,
97,98.39559937,38.26329422,5.995497704,2.254715681,23.24557114,22.3505439758301,1.29093050956726,14.059666633606,2.00516414642334,21.366756439209,86.9419250488281,208.674865722656,0,0,12.9162187576294,2.46986365318298,
98,98.50440979,38.28015137,5.999254227,2.255256414,23.25925446,22.3668670654297,1.29128074645996,14.0721979141235,2.00730133056641,21.1956386566162,87.1940765380859,208.67399597168,0,0,12.9179267883301,2.47146153450012,
99,98.60877228,38.2963028,6.00285387,2.255775213,23.2723732,22.3824024200439,1.29161417484283,14.0841474533081,2.00933861732483,21.0291652679443,87.4426498413086,208.674682617188,0,0,12.92018699646,2.47298240661621,
100,98.70646667,38.31142807,6.006225586,2.256260872,23.28465271,22.397180557251,1.29193127155304,14.0955371856689,2.01128005981445,20.8672294616699,87.6876678466797,208.67692565918,0,0,12.9229440689087,2.47442865371704,
101,98.80194092,38.32621384,6.009523392,2.25673604,23.29664421,22.4112529754639,1.29223334789276,14.1063957214355,2.01313042640686,20.7097244262695,87.9291610717773,208.680694580078,0,0,12.9261493682861,2.47580528259277,
102,98.89076233,38.33994293,6.01258564,2.257178068,23.30779648,22.4246559143066,1.29252123832703,14.1167478561401,2.01489400863647,20.556547164917,88.1671600341797,208.685943603516,0,0,12.9297561645508,2.47711586952209,
103,98.9773407,38.35334778,6.015577793,2.257609129,23.31866837,22.4374198913574,1.29279553890228,14.126615524292,2.01657485961914,20.4075908660889,88.4016876220703,208.692657470703,0,0,12.9337186813354,2.47836327552795,
104,99.05726624,38.36571121,6.018336773,2.258007288,23.3286972,22.4495697021484,1.29305672645569,14.1360187530518,2.01817631721497,20.2627563476563,88.6327972412109,208.700790405273,0,0,12.9379959106445,2.4795503616333,
105,99.13497162,38.37770462,6.021016121,2.258394241,23.33844376,22.4611206054688,1.29330480098724,14.1449766159058,2.01970171928406,20.1219425201416,88.8604965209961,208.710311889648,0,0,12.9425477981567,2.48067927360535,
106,99.20823669,38.38902664,6.023543358,2.25875926,23.34763145,22.4721164703369,1.29354119300842,14.1535129547119,2.02115488052368,19.9850482940674,89.084831237793,208.721221923828,0,0,12.9473419189453,2.48175358772278,
107,99.27927399,38.3999939,6.025995255,2.259113312,23.35653687,22.482593536377,1.29376673698425,14.1616477966309,2.0225396156311,19.8519744873047,89.3058242797852,208.733474731445,0,0,12.9523477554321,2.48277616500854,
108,99.34587097,38.41027832,6.028291225,2.25944519,23.36488342,22.4925785064697,1.2939817905426,14.1694002151489,2.02385926246643,19.7226276397705,89.5235290527344,208.747055053711,0,0,12.9575357437134,2.4837498664856,
109,99.40802002,38.4198761,6.030437946,2.259755135,23.37267303,22.5020599365234,1.29418575763702,14.1767816543579,2.02511548995972,19.5969142913818,89.7379608154297,208.761917114258,0,0,12.9628715515137,2.48467564582825,
110,99.46795654,38.42910767,6.032504082,2.260053873,23.38017845,22.5110626220703,1.29437899589539,14.1838083267212,2.02631068229675,19.4747409820557,89.9491653442383,208.778045654297,0,0,12.9683284759521,2.48555517196655,
111,99.52566528,38.43800354,6.034497261,2.260341883,23.3874054,22.5196342468262,1.29456329345703,14.1905002593994,2.02744889259338,19.356014251709,90.1571807861328,208.795425415039,0,0,12.9738883972168,2.4863920211792,
112,99.5811615,38.44657516,6.036410809,2.260618687,23.39435577,22.5278091430664,1.29473948478699,14.1968765258789,2.0285336971283,19.2406482696533,90.3620300292969,208.814025878906,0,0,12.9795331954956,2.48718929290771,
113,99.63220978,38.45443344,6.038170815,2.260873318,23.40074348,22.5355892181396,1.2949070930481,14.2029485702515,2.02956652641296,19.1285514831543,90.5637741088867,208.83381652832,0,0,12.9852390289307,2.48794770240784,
114,99.68325806,38.46229172,6.039934158,2.261128187,23.4071331,22.5430011749268,1.29506683349609,14.2087326049805,2.03055024147034,19.0196418762207,90.7624359130859,208.854782104492,0,0,12.9909906387329,2.48866987228394,
115,99.72987366,38.46949387,6.04154253,2.261360884,23.41296768,22.55006980896,1.29521942138672,14.2142429351807,2.03148770332336,18.9138336181641,90.9580459594727,208.876876831055,0,0,12.9967727661133,2.48935747146606,
116,99.77426147,38.47633362,6.043074131,2.261582613,23.41851997,22.5567817687988,1.29536390304565,14.2194881439209,2.03237962722778,18.8110446929932,91.1506576538086,208.900085449219,0,0,13.0025644302368,2.49001121520996,
117,99.81642914,38.48282242,6.044529915,2.261792898,23.42379379,22.5631561279297,1.29550111293793,14.224479675293,2.03322839736938,18.7111949920654,91.3402862548828,208.924392700195,0,0,13.0083503723145,2.4906325340271,
118,99.8585968,38.48931503,6.045980453,2.26200366,23.42906761,22.5692367553711,1.29563236236572,14.2292356491089,2.0340371131897,18.6142044067383,91.5269927978516,208.949783325195,0,0,13.0141258239746,2.49122452735901,
119,99.89632416,38.49512482,6.047284603,2.262192011,23.43378639,22.5750312805176,1.29575741291046,14.2337656021118,2.0348072052002,18.5199966430664,91.7107925415039,208.976226806641,0,0,13.0198783874512,2.49178838729858,
120,99.93183136,38.50058365,6.048508167,2.262369394,23.43822479,22.5805149078369,1.29587519168854,14.2380714416504,2.03553915023804,18.4284954071045,91.8917465209961,209.003707885742,0,0,13.0255880355835,2.49232292175293,
121,99.96734619,38.50605392,6.049736023,2.262546778,23.44266319,22.5857276916504,1.29598724842072,14.242169380188,2.03623580932617,18.3396263122559,92.0698776245117,209.032196044922,0,0,13.0312519073486,2.492830991745,
122,100.0006332,38.51118469,6.05088377,2.262712955,23.44682503,22.5907001495361,1.29609441757202,14.246072769165,2.03689908981323,18.2533187866211,92.245231628418,209.061676025391,0,0,13.0368642807007,2.49331521987915,
123,100.0317078,38.51597214,6.051956654,2.262868404,23.4507103,22.5954265594482,1.2961962223053,14.2497873306274,2.03753018379211,18.1695022583008,92.417839050293,209.09211730957,0,0,13.0424137115479,2.4937756061554,
124,100.0627747,38.52073669,6.053027153,2.263023615,23.45458984,22.5999298095703,1.29629349708557,14.2533235549927,2.03813099861145,18.0881080627441,92.5877456665039,209.123504638672,0,0,13.0478982925415,2.49421405792236,
125,100.0916214,38.52519226,6.054023743,2.263167858,23.45819664,22.6042327880859,1.29638659954071,14.2566919326782,2.03870344161987,18.0090675354004,92.7549743652344,209.155822753906,0,0,13.0533132553101,2.49463176727295,
