"Time Step","Softwood Merchantable","Softwood Other","Softwood Foliage","Softwood Fine Roots","Softwood Coarse Roots","Aboveground Very Fast DOM","Belowground Very Fast DOM","Aboveground Fast DOM","Belowground Fast DOM","Medium DOM","Aboveground Slow DOM","Belowground Slow DOM","Softwood Stem Snag","Softwood Branch Snag","Hardwood Stem Snag","Hardwood Branch Snag",
123,36.74761581,14.87326717,4.557888508,1.881216884,10.59047031,4.47737455368042,1.07671523094177,5.53542566299438,0.898765087127686,6.14563274383545,22.0813388824463,73.3046417236328,4.52442216873169,0.954098582267761,0,0,
124,36.82449722,14.89291191,4.563086987,1.881947994,10.61232185,4.48141193389893,1.07716882228851,5.54671955108643,0.901329398155212,6.12162017822266,22.1299819946289,73.3159484863281,4.53863525390625,0.955653667449951,0,0,
125,36.90136337,14.91255379,4.568280697,1.882676482,10.63417149,4.48533821105957,1.07760977745056,5.55771541595459,0.903825759887695,6.09869480133057,22.1782360076904,73.3275985717773,4.55266380310059,0.957167506217957,0,0,
126,36.97341156,14.93096447,4.573144436,1.883357286,10.6546526,4.4891529083252,1.07803726196289,5.56841659545898,0.906254887580872,6.07682085037231,22.2260971069336,73.3395919799805,4.5665020942688,0.958640277385712,0,0,
127,37.04545212,14.94937611,4.578005791,1.884036064,10.67513371,4.49285459518433,1.07845103740692,5.57882738113403,0.908617615699768,6.05596494674683,22.2735633850098,73.3519134521484,4.58014392852783,0.960072219371796,0,0,
128,37.11267853,14.96656418,4.582540989,1.884667516,10.69424915,4.49644374847412,1.07885110378265,5.58895111083984,0.910914719104767,6.03609371185303,22.3206367492676,73.3645629882813,4.5935845375061,0.961463451385498,0,0,
129,37.17989731,14.98374748,4.587071896,1.885297179,10.71336269,4.49991941452026,1.07923722267151,5.59879159927368,0.913146793842316,6.017174243927,22.3673133850098,73.3775329589844,4.60681819915771,0.962814092636108,0,0,
130,37.24470901,15.00031853,4.591438293,1.885902524,10.73179245,4.50329399108887,1.07961177825928,5.60836267471313,0.915317475795746,5.99917411804199,22.4135894775391,73.3908081054688,4.61984729766846,0.964127242565155,0,0,
131,37.30951309,15.01688862,4.595802784,1.8865062,10.75022316,4.5065770149231,1.07997620105743,5.61767721176147,0.917429864406586,5.98206329345703,22.4594669342041,73.4043960571289,4.63267421722412,0.965405404567719,0,0,
132,37.36950302,15.03222466,4.599840164,1.887063503,10.7672863,4.50976419448853,1.08032917976379,5.62673616409302,0.91948401927948,5.96581125259399,22.5049476623535,73.4182891845703,4.64529323577881,0.966647863388062,0,0,
133,37.42948914,15.04757118,4.603875637,1.887619615,10.78434753,4.51285123825073,1.08066999912262,5.63553953170776,0.921479761600494,5.95038795471191,22.5500297546387,73.4324798583984,4.6577000617981,0.967853963375092,0,0,
134,37.48706436,15.06229401,4.607748032,1.888152003,10.80072498,4.51584768295288,1.08100032806396,5.64409923553467,0.923420011997223,5.9357647895813,22.5947093963623,73.4469528198242,4.66989612579346,0.969026207923889,0,0,
135,37.54463959,15.07702065,4.611617088,1.888683081,10.81710434,4.5187611579895,1.08132147789001,5.65242624282837,0.92530745267868,5.92191362380981,22.638988494873,73.4617156982422,4.681884765625,0.970166683197021,0,0,
136,37.59740829,15.09051991,4.615162373,1.889168739,10.83211708,4.52158546447754,1.08163189888,5.66051864624023,0.92714136838913,5.9088077545166,22.6828689575195,73.4767684936523,4.69366025924683,0.971273958683014,0,0,
137,37.65016937,15.10401821,4.618706226,1.889653444,10.84712982,4.52431535720825,1.08193063735962,5.66837501525879,0.928921103477478,5.89642000198364,22.7263488769531,73.4920959472656,4.70521879196167,0.972347378730774,0,0,
138,37.70292664,15.11751652,4.622247219,1.890136838,10.86214066,4.52697086334229,1.0822217464447,5.67601728439331,0.930652260780334,5.88472509384155,22.7694263458252,73.507698059082,4.71656942367554,0.973391711711884,0,0,
139,37.75327682,15.13039494,4.625626564,1.890597343,10.87646675,4.52955627441406,1.08250534534454,5.68345260620117,0.932336747646332,5.87369728088379,22.8121032714844,73.5235595703125,4.72771406173706,0.974408328533173,0,0,
140,37.80123138,15.14266491,4.628841877,1.891034961,10.89011288,4.53206300735474,1.08277952671051,5.69067764282227,0.93397331237793,5.86331272125244,22.8543815612793,73.5396881103516,4.73864841461182,0.975395500659943,0,0,
141,37.84917831,15.15493393,4.632057667,1.891471624,10.90375805,4.53449535369873,1.08304524421692,5.69769954681396,0.935563743114471,5.85354661941528,22.89626121521,73.5560684204102,4.7493748664856,0.976354539394379,0,0,
142,37.89472198,15.16659355,4.635110378,1.891885996,10.91672134,4.53685760498047,1.08330297470093,5.7045259475708,0.9371098279953,5.84437704086304,22.9377422332764,73.5727005004883,4.75989532470703,0.977286696434021,0,0,
143,37.94026184,15.17824078,4.638160706,1.892299175,10.92967987,4.53915309906006,1.08355343341827,5.71116304397583,0.938612937927246,5.83578109741211,22.9788246154785,73.5895767211914,4.77021217346191,0.978192985057831,0,0,
144,37.98340225,15.18928242,4.641050816,1.892690063,10.94195938,4.54138422012329,1.08379662036896,5.71761655807495,0.940074503421783,5.82773733139038,23.0195121765137,73.6066970825195,4.78032732009888,0.97907429933548,0,0,
145,38.02414322,15.19970894,4.643778324,1.893058658,10.95355511,4.54354095458984,1.08403062820435,5.72388076782227,0.941492676734924,5.82022380828857,23.0598030090332,73.6240463256836,4.79023599624634,0.979928433895111,0,0,
146,38.06488037,15.21013546,4.646505356,1.893426657,10.96515179,4.54562759399414,1.08425641059875,5.72996091842651,0.942868828773499,5.81322050094604,23.0996971130371,73.6416320800781,4.79994010925293,0.980756461620331,0,0,
147,38.10560989,15.22056293,4.649230003,1.893793821,10.97674561,4.54765892028809,1.08447670936584,5.73587417602539,0.944207370281219,5.80670785903931,23.1391983032227,73.6594467163086,4.8094482421875,0.981562316417694,0,0,
148,38.1439476,15.23037148,4.651793957,1.894138932,10.9876585,4.54963541030884,1.08469116687775,5.74162435531616,0.94550895690918,5.80066585540771,23.1783084869385,73.6774826049805,4.81876277923584,0.982346177101135,0,0,
149,38.17987823,15.23957157,4.654197216,1.89446187,10.99788761,4.55154466629028,1.08489739894867,5.74720335006714,0.946771442890167,5.79507637023926,23.2170276641846,73.6957397460938,4.82787847518921,0.983105540275574,0,0,
150,38.21820831,15.24938679,4.656760693,1.894806027,11.00880146,4.55340194702148,1.08509814739227,5.75262689590454,0.947998762130737,5.78992033004761,23.2553558349609,73.7142028808594,4.83680391311646,0.983843922615051,0,0,
151,38.25174332,15.257967,4.65900135,1.895106673,11.01834679,4.55520582199097,1.08529317378998,5.75789737701416,0.949191510677338,5.78518056869507,23.2932949066162,73.7328796386719,4.84554052352905,0.984561502933502,0,0,
152,38.28767014,15.26716423,4.661401272,1.895428181,11.0285759,4.55695629119873,1.08548212051392,5.76301765441895,0.950350046157837,5.7808403968811,23.330846786499,73.7517623901367,4.85408926010132,0.985258340835571,0,0,
153,38.32120132,15.27575397,4.663641453,1.895727873,11.03812504,4.55866527557373,1.0856671333313,5.76800107955933,0.951478004455566,5.77688264846802,23.3680152893066,73.7708435058594,4.86245918273926,0.985937595367432,0,0,
154,38.35233307,15.28372002,4.665719509,1.896005988,11.04698849,4.5603175163269,1.0858451128006,5.77283763885498,0.952572524547577,5.77329158782959,23.4047985076904,73.7901229858398,4.87064409255981,0.986595988273621,0,0,
155,38.38346481,15.2916975,4.667798996,1.896283627,11.05585289,4.56191396713257,1.08601641654968,5.7775297164917,0.953633844852448,5.77005195617676,23.4412002563477,73.8095932006836,4.87864542007446,0.987233579158783,0,0,
156,38.41459656,15.2996645,4.669876575,1.896560788,11.06471729,4.56346654891968,1.08618330955505,5.7820897102356,0.95466536283493,5.76714849472046,23.477222442627,73.8292617797852,4.88647079467773,0.987853586673737,0,0,
157,38.44332504,15.30702114,4.671794891,1.896816492,11.07289982,4.56497287750244,1.08634507656097,5.78651857376099,0.95566713809967,5.76456689834595,23.5128650665283,73.8491134643555,4.89412069320679,0.988455474376678,0,0,
158,38.47205734,15.31437969,4.673709869,1.897071838,11.08108139,4.56643104553223,1.08650135993958,5.79081630706787,0.956639170646667,5.76229238510132,23.5481338500977,73.8691482543945,4.90159702301025,0.989039123058319,0,0,
159,38.50078964,15.32173824,4.675626755,1.897326946,11.08926201,4.56785154342651,1.0866539478302,5.79499578475952,0.957584619522095,5.7603120803833,23.5830268859863,73.8893508911133,4.90890693664551,0.989607095718384,0,0,
160,38.52711868,15.32847881,4.677382946,1.897560596,11.0967617,4.5692310333252,1.08680200576782,5.79905557632446,0.958502948284149,5.75861215591431,23.6175479888916,73.9097366333008,4.91605138778687,0.990158915519714,0,0,
161,38.55345535,15.33522701,4.679139614,1.897793889,11.10426235,4.57056617736816,1.08694493770599,5.80299615859985,0.959394037723541,5.75718069076538,23.6516990661621,73.930290222168,4.92302989959717,0.990693867206573,0,0,
162,38.57978821,15.34196472,4.680894852,1.898026705,11.11176109,4.57186698913574,1.08708453178406,5.80682802200317,0.960260689258575,5.75600481033325,23.6854820251465,73.9510116577148,4.92985010147095,0.991214573383331,0,0,
163,38.6037178,15.34809971,4.682489872,1.89823854,11.11857796,4.57312917709351,1.08721971511841,5.81054925918579,0.961102247238159,5.75507307052612,23.7188968658447,73.9718933105469,4.93651247024536,0.991720080375671,0,0,
164,38.62765884,15.35422707,4.684084415,1.898450017,11.12539577,4.57434940338135,1.0873498916626,5.81415843963623,0.961918413639069,5.75437355041504,23.7519512176514,73.9929351806641,4.94301700592041,0.992209792137146,0,0,
165,38.65158844,15.36035633,4.685678482,1.898661137,11.13221169,4.57553625106812,1.08747684955597,5.81766653060913,0.96271163225174,5.75389528274536,23.7846412658691,74.0141296386719,4.94937086105347,0.992685973644257,0,0,
166,38.67313004,15.36587715,4.687113285,1.898851156,11.13834763,4.57668542861938,1.08759951591492,5.82107067108154,0.963481247425079,5.75362777709961,23.8169727325439,74.0354690551758,4.95557308197021,0.993147730827332,0,0,
167,38.69467163,15.37138653,4.688547611,1.899040937,11.14448166,4.57779359817505,1.0877171754837,5.82436895370483,0.964226722717285,5.7535605430603,23.8489475250244,74.0569686889648,4.96162366867065,0.993594288825989,0,0,
168,38.7162056,15.3769083,4.689981937,1.899230719,11.15061665,4.57886981964111,1.08783161640167,5.82757139205933,0.964950442314148,5.75368356704712,23.8805675506592,74.07861328125,4.96752977371216,0.994027674198151,0,0,
169,38.73774338,15.38241959,4.691415787,1.899420023,11.15675163,4.57992124557495,1.08794391155243,5.83068656921387,0.965654730796814,5.75398731231689,23.9118347167969,74.1003952026367,4.97329759597778,0.994450032711029,0,0,
170,38.75688171,15.38732243,4.692689896,1.899588227,11.16220188,4.58094024658203,1.0880526304245,5.83371114730835,0.966338455677032,5.75446224212646,23.9427509307861,74.122314453125,4.97892665863037,0.994859993457794,0,0,
171,38.77841949,15.39283848,4.694122791,1.899777532,11.16833687,4.5819354057312,1.08815920352936,5.83665323257446,0.967003703117371,5.75509977340698,23.9733200073242,74.1443634033203,4.98442268371582,0.995259404182434,0,0,
172,38.79516602,15.39713383,4.695237637,1.899924517,11.17310905,4.58289909362793,1.08826208114624,5.83950901031494,0.967649400234222,5.7558913230896,24.0035457611084,74.1665496826172,4.98978471755981,0.995646893978119,0,0,
173,38.81431198,15.40203667,4.696511745,1.900092483,11.17856216,4.58382701873779,1.08836042881012,5.84227514266968,0.968274414539337,5.75682878494263,24.0334281921387,74.1888656616211,4.99501180648804,0.996021270751953,0,0,
174,38.83345413,15.40693474,4.697784424,1.900260329,11.18401432,4.58473873138428,1.08845794200897,5.844970703125,0.9688840508461,5.75790405273438,24.0629711151123,74.211311340332,5.0001163482666,0.996387362480164,0,0,
175,38.85019684,15.41123009,4.698898792,1.900406957,11.18878555,4.58562612533569,1.08855271339417,5.84759140014648,0.969476819038391,5.75910902023315,24.0921783447266,74.2338714599609,5.00509786605835,0.996743440628052,0,0,
176,38.86694336,15.41552258,4.700013638,1.900553584,11.19355679,4.58648252487183,1.08864378929138,5.85013246536255,0.970051288604736,5.76043701171875,24.1210498809814,74.2565536499023,5.00995492935181,0.997088193893433,0,0,
177,38.88368988,15.41980553,4.701126099,1.900699973,11.19832611,4.58731412887573,1.08873224258423,5.85260105133057,0.970609486103058,5.76188039779663,24.1495895385742,74.2793579101563,5.01469278335571,0.997423112392426,0,0,
178,38.89804077,15.42348671,4.702080727,1.900825739,11.20241547,4.58811521530151,1.0888170003891,5.85499238967896,0.971149921417236,5.76343250274658,24.1777992248535,74.3022689819336,5.01930904388428,0.997746884822845,0,0,
179,38.91478729,15.42777348,4.703193665,1.900971889,11.20718384,4.58889293670654,1.08889925479889,5.85731363296509,0.97167444229126,5.76508712768555,24.2056827545166,74.3252868652344,5.02380990982056,0.998061120510101,0,0,
180,38.929142,15.43144989,4.704148769,1.901097417,11.2112751,4.58965158462524,1.08897984027863,5.85957050323486,0.972184658050537,5.76683712005615,24.2332439422607,74.3484268188477,5.02820014953613,0.998367071151733,0,0,
181,38.94348907,15.43512917,4.705101967,1.901222587,11.2153635,4.59038352966309,1.08905732631683,5.86175870895386,0.972679018974304,5.76867723464966,24.2604808807373,74.3716659545898,5.03247737884521,0.998663067817688,0,0,
182,38.95783997,15.43879986,4.706055164,1.901347637,11.21945,4.59109544754028,1.08913278579712,5.86388349533081,0.97315913438797,5.77060127258301,24.2873973846436,74.3950042724609,5.0366473197937,0.998950660228729,0,0,
183,38.97219467,15.44248199,4.707009315,1.901473045,11.22354126,4.5917911529541,1.08920681476593,5.86595106124878,0.973626554012299,5.7726035118103,24.3139991760254,74.4184417724609,5.04071474075317,0.999231040477753,0,0,
184,38.98415375,15.4455471,4.70780468,1.901577115,11.22694874,4.59246253967285,1.08927798271179,5.86795520782471,0.974079430103302,5.7746787071228,24.3402881622314,74.4419784545898,5.04467678070068,0.999502420425415,0,0,
185,38.99850464,15.44922543,4.708758354,1.901702166,11.23103905,4.59311485290527,1.08934712409973,5.86990213394165,0.974519371986389,5.77682161331177,24.3662662506104,74.4656066894531,5.04853820800781,0.999765992164612,0,0,
186,39.0104599,15.45228195,4.709551811,1.901806235,11.23444366,4.59375286102295,1.08941495418549,5.87179613113403,0.9749476313591,5.77902746200562,24.3919353485107,74.4893264770508,5.0523042678833,1.00002300739288,0,0,
187,39.02241898,15.45534801,4.710346699,1.901910424,11.23785114,4.59436702728271,1.08947992324829,5.8736310005188,0.975362360477448,5.78129100799561,24.4172992706299,74.5131378173828,5.05597162246704,1.00027143955231,0,0,
188,39.03437805,15.45841503,4.711140156,1.902014494,11.24125862,4.59496355056763,1.08954298496246,5.87541198730469,0.975764989852905,5.78360843658447,24.4423599243164,74.5370330810547,5.05954456329346,1.00051259994507,0,0,
189,39.04633713,15.46148109,4.711935997,1.902118564,11.24466801,4.59554529190063,1.08960485458374,5.87714433670044,0.976156651973724,5.78597450256348,24.4671211242676,74.5610198974609,5.06302785873413,1.00074744224548,0,0,
190,39.05590057,15.46392822,4.712570667,1.902201533,11.24739075,4.59610414505005,1.08966362476349,5.87882137298584,0.976535558700562,5.78838539123535,24.491584777832,74.585075378418,5.06641817092896,1.00097417831421,0,0,
191,39.06785965,15.46699524,4.713364124,1.902305484,11.25079918,4.59664535522461,1.0897204875946,5.88044786453247,0.976902842521667,5.79083776473999,24.5157527923584,74.6092147827148,5.0697193145752,1.00119388103485,0,0,
192,39.0774231,15.46944332,4.713998318,1.902388692,11.25352383,4.59717273712158,1.08977627754211,5.88202857971191,0.977259933948517,5.79332685470581,24.5396270751953,74.6334381103516,5.07293653488159,1.00140762329102,0,0,
193,39.08699036,15.47189331,4.714634418,1.902471662,11.25624943,4.59767770767212,1.08982908725739,5.88355588912964,0.977604687213898,5.79584932327271,24.56321144104,74.6577301025391,5.07606506347656,1.00161325931549,0,0,
194,39.0965538,15.47435093,4.715269566,1.902554631,11.25897598,4.59816455841064,1.08987998962402,5.88503456115723,0.97793835401535,5.79840135574341,24.5865116119385,74.6820983886719,5.07910919189453,1.00181210041046,0,0,
195,39.10611725,15.4767952,4.715904236,1.90263772,11.26169968,4.59863805770874,1.08992969989777,5.88646936416626,0.97826212644577,5.80097961425781,24.6095237731934,74.7065353393555,5.08207368850708,1.00200510025024,0,0,
196,39.11568069,15.47924328,4.716538906,1.90272069,11.26442432,4.59910106658936,1.08997869491577,5.887864112854,0.978577077388763,5.80358123779297,24.6322536468506,74.7310409545898,5.08496141433716,1.00219297409058,0,0,
197,39.12524796,15.48169422,4.7171731,1.902803659,11.26715088,4.59955549240112,1.09002721309662,5.88922262191772,0.978883981704712,5.80620288848877,24.6547050476074,74.7556076049805,5.08777523040771,1.00237667560577,0,0,
198,39.1348114,15.48414898,4.717808247,1.902886629,11.26987648,4.60000324249268,1.0900753736496,5.89054822921753,0.979183673858643,5.80884218215942,24.6768817901611,74.7802352905273,5.09051942825317,1.00255680084229,0,0,
199,39.14198303,15.4859848,4.71828413,1.902948737,11.2719202,4.60043430328369,1.09012115001678,5.89183235168457,0.979474008083344,5.81149578094482,24.6987838745117,74.804931640625,5.09318971633911,1.00273084640503,0,0,
200,39.15155029,15.48843479,4.718919754,1.903031588,11.27464485,4.60085248947144,1.09016525745392,5.89307928085327,0.979755818843842,5.81416130065918,24.7204170227051,74.8296813964844,5.09578943252563,1.00289976596832,0,0,
201,39.15872192,15.49027348,4.719395638,1.903093696,11.27668953,4.60126066207886,1.09020853042603,5.89429187774658,0.980030000209808,5.8168363571167,24.7417812347412,74.8544845581055,5.09832191467285,1.0030642747879,0,0,
202,39.16589737,15.49211216,4.719871521,1.903155804,11.27873421,4.60164833068848,1.09024906158447,5.89546203613281,0.980294227600098,5.81951856613159,24.7628803253174,74.8793487548828,5.10078239440918,1.00322222709656,0,0,
203,39.173069,15.49395084,4.720347881,1.903217912,11.28077698,4.60202121734619,1.09028780460358,5.89659404754639,0.980549573898315,5.82220554351807,24.7837162017822,74.9042587280273,5.10317468643188,1.00337445735931,0,0,
204,39.18023682,15.49578953,4.720823765,1.903279901,11.2828207,4.60238170623779,1.09032535552979,5.89769077301025,0.980797052383423,5.82489442825317,24.8042888641357,74.9292221069336,5.10550212860107,1.0035218000412,0,0,
205,39.18740845,15.4976244,4.721299171,1.903342009,11.28486347,4.60273313522339,1.09036219120026,5.89875555038452,0.981037318706512,5.82758378982544,24.8246040344238,74.9542388916016,5.1077675819397,1.00366508960724,0,0,
206,39.19458389,15.49946117,4.721774101,1.903403878,11.28690815,4.60307741165161,1.09039855003357,5.89979124069214,0.981271207332611,5.83027172088623,24.8446655273438,74.9793014526367,5.10997295379639,1.00380480289459,0,0,
207,39.20175552,15.50130272,4.722250462,1.903466105,11.28895283,4.60341548919678,1.0904346704483,5.90080070495605,0.981499373912811,5.83295583724976,24.8644752502441,75.0044021606445,5.11212205886841,1.00394153594971,0,0,
208,39.20892715,15.50313854,4.722725868,1.903527975,11.2909956,4.60374975204468,1.09047055244446,5.90178632736206,0.981722354888916,5.8356351852417,24.8840351104736,75.0295562744141,5.11421632766724,1.00407576560974,0,0,
209,39.21370697,15.50436115,4.723042965,1.903569341,11.29235744,4.60406827926636,1.0905042886734,5.90273904800415,0.981937646865845,5.83830785751343,24.9033470153809,75.0547485351563,5.11625242233276,1.00420475006104,0,0,
210,39.22088242,15.50620747,4.723518848,1.903631449,11.29440403,4.60437536239624,1.09053647518158,5.90366220474243,0.982146024703979,5.84097242355347,24.9224147796631,75.0799789428711,5.11823225021362,1.00432944297791,0,0,
211,39.22566223,15.50742912,4.723836422,1.903672695,11.29576492,4.60467290878296,1.09056770801544,5.90455770492554,0.982348263263702,5.84362697601318,24.9412403106689,75.1052398681641,5.12015819549561,1.0044504404068,0,0,
212,39.23283386,15.50926876,4.724311352,1.903734684,11.29781151,4.6049633026123,1.09059834480286,5.90542793273926,0.982545018196106,5.8462700843811,24.9598255157471,75.1305389404297,5.1220326423645,1.00456833839417,0,0,
213,39.23761749,15.51049519,4.724628448,1.903775811,11.2991724,4.60524797439575,1.09062850475311,5.90627574920654,0.982736766338348,5.84890079498291,24.9781742095947,75.1558685302734,5.1238579750061,1.00468337535858,0,0,
214,39.24478912,15.51232624,4.725104809,1.903837919,11.30121517,4.60552883148193,1.09065854549408,5.90710306167603,0.982923984527588,5.85151767730713,24.9962882995605,75.1812362670898,5.12563753128052,1.0047961473465,0,0,
215,39.24956512,15.51355553,4.725421906,1.903878927,11.30257702,4.60580635070801,1.09068834781647,5.9079122543335,0.983107268810272,5.85411977767944,25.0141716003418,75.2066345214844,5.1273717880249,1.00490701198578,0,0,
216,39.25434875,15.51477814,4.725738525,1.903920293,11.30393982,4.60606908798218,1.09071600437164,5.90869331359863,0.983283936977386,5.85670614242554,25.0318260192871,75.232063293457,5.12905645370483,1.00501322746277,0,0,
217,39.25912857,15.51600838,4.726056099,1.903961658,11.30530357,4.60632038116455,1.09074223041534,5.90944862365723,0.983454585075378,5.85927534103394,25.0492534637451,75.2575073242188,5.13069343566895,1.00511562824249,0,0,
218,39.2639122,15.51722717,4.726372719,1.904002786,11.30666447,4.60656309127808,1.09076750278473,5.91018056869507,0.983619928359985,5.86182689666748,25.0664577484131,75.2829818725586,5.13228511810303,1.00521445274353,0,0,
219,39.26869202,15.51845741,4.726689816,1.904044032,11.30802822,4.60679912567139,1.09079217910767,5.91089105606079,0.983780443668365,5.8643593788147,25.083438873291,75.308479309082,5.13383340835571,1.00531053543091,0,0,
220,39.27347565,15.51968002,4.727006435,1.904085279,11.30939102,4.6070294380188,1.09081649780273,5.91158199310303,0.983936667442322,5.86687231063843,25.1002006530762,75.3340072631836,5.13534069061279,1.00540411472321,0,0,
221,39.27825546,15.52090549,4.727323532,1.904126525,11.31075287,4.60725593566895,1.09084057807922,5.91225528717041,0.984089076519012,5.86936473846436,25.1167469024658,75.3595504760742,5.13680839538574,1.00549566745758,0,0,
222,39.28064346,15.52152061,4.727480888,1.904147148,11.31143475,4.60746765136719,1.09086239337921,5.91290187835693,0.984234929084778,5.87183570861816,25.1330757141113,75.3851165771484,5.13823127746582,1.00558257102966,0,0,
223,39.28542328,15.52274227,4.727798939,1.904188275,11.31279659,4.60766744613647,1.09088265895844,5.91352319717407,0.98437488079071,5.8742847442627,25.1491928100586,75.4107055664063,5.13961124420166,1.0056654214859,0,0,
224,39.29020309,15.52397156,4.728116035,1.904229641,11.31415939,4.60787057876587,1.09090423583984,5.91413307189941,0.984512627124786,5.87671136856079,25.1651000976563,75.4363021850586,5.14095735549927,1.00574779510498,0,0,
225,39.29259872,15.52458096,4.728273869,1.904250145,11.31484127,4.60806369781494,1.09092438220978,5.91472148895264,0.984645426273346,5.87911462783813,25.1807994842529,75.4619216918945,5.14226388931274,1.00582683086395,0,0,
226,39.29737854,15.5258112,4.728590965,1.904291391,11.31620407,4.60824918746948,1.09094369411469,5.91529083251953,0.984773635864258,5.88149356842041,25.1962928771973,75.487548828125,5.14353322982788,1.00590300559998,0,0,
227,39.30215454,15.52702713,4.728907585,1.904332399,11.31756401,4.60844039916992,1.09096443653107,5.91585302352905,0.984900891780853,5.88384866714478,25.2115821838379,75.5131912231445,5.14477396011353,1.00597965717316,0,0,
228,39.30455017,15.52764416,4.729065895,1.904353261,11.31824684,4.60862445831299,1.09098410606384,5.91639804840088,0.985024213790894,5.88617897033691,25.2266731262207,75.5388412475586,5.14597988128662,1.00605368614197,0,0,
229,39.30693817,15.52825642,4.729224682,1.904373765,11.31892681,4.60879135131836,1.09100103378296,5.91691637039185,0.985140979290009,5.88848447799683,25.2415637969971,75.5644989013672,5.14714574813843,1.00612282752991,0,0,
230,39.31171799,15.52947998,4.729540825,1.904414892,11.32028961,4.6089563369751,1.09101819992065,5.91742181777954,0.985254883766174,5.8907642364502,25.2562599182129,75.5901565551758,5.14828062057495,1.00619053840637,0,0,
231,39.3141098,15.53009605,4.729700089,1.904435515,11.32097244,4.60911989212036,1.09103548526764,5.91791486740112,0.985366225242615,5.89301824569702,25.2707595825195,75.6158294677734,5.14938545227051,1.00625705718994,0,0,
232,39.31888962,15.53131962,4.730016708,1.904476643,11.32233238,4.60928297042847,1.0910530090332,5.91839694976807,0.985475242137909,5.89524602890015,25.2850685119629,75.6415023803711,5.15046215057373,1.00632262229919,0,0,
233,39.32127762,15.53193283,4.730175018,1.904497266,11.32301426,4.6094446182251,1.09107053279877,5.91886901855469,0.985582232475281,5.89744806289673,25.2991886138916,75.6671829223633,5.15151119232178,1.00638735294342,0,0,
234,39.32367325,15.5325489,4.730333805,1.904518008,11.32369709,4.60959434509277,1.09108603000641,5.91932106018066,0.985684335231781,5.89962339401245,25.3131217956543,75.6928634643555,5.15252733230591,1.00644838809967,0,0,
235,39.32605743,15.53315639,4.730491638,1.904538274,11.32437706,4.60973405838013,1.09110021591187,5.91975450515747,0.985782086849213,5.90177202224731,25.3268699645996,75.7185516357422,5.1535120010376,1.0065062046051,0,0,
236,39.32844925,15.53377151,4.730650902,1.904559016,11.32505894,4.60986614227295,1.09111356735229,5.92017126083374,0.985875844955444,5.90389347076416,25.3404350280762,75.7442398071289,5.15446615219116,1.00656139850616,0,0,
237,39.33323288,15.53499508,4.730967045,1.904600143,11.32642174,4.61000442504883,1.09112846851349,5.92058372497559,0.985969126224518,5.90598773956299,25.353816986084,75.7699279785156,5.15539932250977,1.00661718845367,0,0,
238,39.33561707,15.53560925,4.731125355,1.904620647,11.32710075,4.61014747619629,1.091144323349,5.92099285125732,0.986061930656433,5.9080548286438,25.3670234680176,75.7956085205078,5.15631151199341,1.00667357444763,0,0,
239,39.33800888,15.53622246,4.731283188,1.904641271,11.32778358,4.61028242111206,1.09115862846375,5.92138767242432,0.986151337623596,5.91009521484375,25.3800525665283,75.8212890625,5.15719652175903,1.0067275762558,0,0,
240,39.3404007,15.53683186,4.731441975,1.904661775,11.32846355,4.61041021347046,1.09117209911346,5.92176914215088,0.986237645149231,5.91210842132568,25.3929080963135,75.8469619750977,5.15805578231812,1.00677943229675,0,0,
241,39.34278488,15.53744507,4.731600285,1.904682398,11.32914448,4.61053371429443,1.09118497371674,5.92213869094849,0.986321151256561,5.91409397125244,25.4055919647217,75.8726272583008,5.15889072418213,1.00682950019836,0,0,
242,39.34518051,15.5380621,4.731758595,1.904703021,11.32982731,4.61065292358398,1.09119749069214,5.92249727249146,0.986402213573456,5.91605234146118,25.4181041717529,75.8982925415039,5.15970230102539,1.00687801837921,0,0,
243,39.34756851,15.53866863,4.731916428,1.904723525,11.33050728,4.61076927185059,1.09120965003967,5.9228458404541,0.986481010913849,5.9179835319519,25.4304485321045,75.9239501953125,5.16049146652222,1.00692534446716,0,0,
244,39.34996033,15.53928471,4.732075691,1.904744029,11.33118916,4.6108832359314,1.09122180938721,5.92318487167358,0.98655778169632,5.91988754272461,25.4426250457764,75.9496002197266,5.16125917434692,1.00697159767151,0,0,
245,39.35234833,15.5398941,4.732234001,1.904764533,11.33187008,4.61099529266357,1.09123373031616,5.92351627349854,0.986632764339447,5.9217643737793,25.4546375274658,75.9752426147461,5.16200637817383,1.00701677799225,0,0,
246,39.35234833,15.5398941,4.732234001,1.904764533,11.33187008,4.61109447479248,1.09124350547791,5.92382860183716,0.986703097820282,5.92361402511597,25.4664897918701,76.0008773803711,5.16272735595703,1.00705826282501,0,0,
247,39.35474014,15.54050732,4.732391834,1.904785156,11.332551,4.61118316650391,1.09125185012817,5.92412376403809,0.986769199371338,5.92543649673462,25.4781799316406,76.026496887207,5.16342258453369,1.00709664821625,0,0,
248,39.35713196,15.54112148,4.732550144,1.904805779,11.33323288,4.6112756729126,1.09126150608063,5.92441463470459,0.986834645271301,5.92723178863525,25.4897117614746,76.0521011352539,5.16410112380981,1.00713515281677,0,0,
249,39.35951996,15.54173088,4.732708931,1.904826164,11.33391285,4.6113715171814,1.09127187728882,5.92470169067383,0.986899435520172,5.92899990081787,25.5010871887207,76.0776901245117,5.1647629737854,1.00717377662659,0,0,
