"Time Step","Softwood Merchantable","Softwood Other","Softwood Foliage","Softwood Fine Roots","Softwood Coarse Roots","Aboveground Very Fast DOM","Belowground Very Fast DOM","Aboveground Fast DOM","Belowground Fast DOM","Medium DOM","Aboveground Slow DOM","Belowground Slow DOM","Softwood Stem Snag","Softwood Branch Snag",
30,11.1769371,25.03564453,7.268859386,1.763619304,7.889260292,5.44893503189087,0.983671963214874,9.66391468048096,1.22105073928833,46.0241622924805,44.2814331054688,158.745758056641,26.5602893829346,1.71234858036041,
31,11.94892216,25.46846962,7.360360622,1.778713584,8.16194725,5.53037214279175,0.994810461997986,9.57410335540771,1.16732728481293,45.6162948608398,44.3580513000488,158.606658935547,25.4338569641113,1.70130014419556,
32,12.73882198,25.89390373,7.452150822,1.793066859,8.437775612,5.60803842544556,1.00497925281525,9.50655651092529,1.12159538269043,45.1842918395996,44.4317626953125,158.468536376953,24.3627223968506,1.6959388256073,
33,13.54661465,26.3126564,7.544286251,1.806732059,8.71685791,5.6826319694519,1.01437926292419,9.45933151245117,1.08306074142456,44.7305221557617,44.5029106140137,158.331436157227,23.34450340271,1.69536566734314,
34,14.3675766,26.72302437,7.63628149,1.819687366,8.997682571,5.75467443466187,1.02314281463623,9.43058490753174,1.0510048866272,44.2572212219238,44.5718116760254,158.195404052734,22.3769111633301,1.69880855083466,
35,15.20407391,27.12690353,7.728455544,1.832028151,9.281166077,5.82457113265991,1.03136205673218,9.41859436035156,1.02478039264679,43.766487121582,44.6387786865234,158.060501098633,21.4577560424805,1.70560932159424,
36,16.0514431,27.52271271,7.820333481,1.843742609,9.565834045,5.89263820648193,1.0391047000885,9.42175674438477,1.00380420684814,43.2602996826172,44.7040901184082,157.9267578125,20.5849361419678,1.71520745754242,
37,16.91436768,27.91322899,7.912466526,1.854948759,9.853344917,5.95913887023926,1.04642510414124,9.43860149383545,0.987554013729095,42.7405128479004,44.7680168151855,157.794235229492,19.7564430236816,1.72713041305542,
38,17.7858963,28.29586411,8.004141808,1.865608811,10.14146137,6.02427911758423,1.0533664226532,9.46776676177979,0.975558698177338,42.2088737487793,44.8308029174805,157.662948608398,18.9703559875488,1.74097537994385,
39,18.66838837,28.6722393,8.095647812,1.875805497,10.43104649,6.08819913864136,1.05996096134186,9.50797557830811,0.967389523983002,41.6670227050781,44.8926734924316,157.532928466797,18.2248249053955,1.75639402866364,
40,19.56186867,29.04284286,8.187016487,1.885586858,10.72217751,6.15104293823242,1.06624281406403,9.55808258056641,0.962666094303131,41.1164932250977,44.9538383483887,157.404205322266,17.518087387085,1.77309918403625,
41,20.46177864,29.40627098,8.277808189,1.894951701,11.01342869,6.21290493011475,1.07223856449127,9.61701774597168,0.96104109287262,40.5587272644043,45.0144844055176,157.276809692383,16.8484535217285,1.79084098339081,
42,21.37046432,29.76395226,8.368300438,1.903971434,11.30563164,6.27385807037354,1.07797265052795,9.68379783630371,0.962200284004211,39.9950752258301,45.0747871398926,157.150772094727,16.2142963409424,1.80940663814545,
43,22.28567696,30.11542511,8.458294868,1.912667394,11.59811878,6.33397483825684,1.08347034454346,9.75753211975098,0.965862631797791,39.4267997741699,45.1348991394043,157.026107788086,15.6140670776367,1.82861876487732,
44,23.20746803,30.46111298,8.547819138,1.921081662,11.89095974,6.39330911636353,1.08875393867493,9.83740425109863,0.971773147583008,38.8550796508789,45.1949615478516,156.90283203125,15.0462789535522,1.84832584857941,
45,24.13361168,30.80059052,8.636698723,1.929234028,12.18350601,6.45190238952637,1.09384453296661,9.9226655960083,0.979700744152069,38.2810211181641,45.2551116943359,156.780944824219,14.509503364563,1.86839866638184,
46,25.06643105,31.13504791,8.725172043,1.937181711,12.47653484,6.50980043411255,1.09876346588135,10.0126438140869,0.989438652992249,37.7056503295898,45.3154602050781,156.66047668457,14.0023775100708,1.88873052597046,
47,26.00144768,31.46324158,8.812851906,1.944921732,12.76869297,6.56703662872314,1.10352993011475,10.1067228317261,1.0007985830307,37.1299247741699,45.3761177062988,156.541458129883,13.5235948562622,1.90922975540161,
48,26.93872833,31.78556061,8.899772644,1.952488661,13.06005287,6.623619556427,1.10815942287445,10.20432472229,1.01360607147217,36.5547409057617,45.4371719360352,156.423889160156,13.071891784668,1.92981445789337,
49,27.87833023,32.10235214,8.985969543,1.959913611,13.35068321,6.67956972122192,1.11266875267029,10.3049345016479,1.02770531177521,35.9809226989746,45.4987106323242,156.30778503418,12.6460657119751,1.95041799545288,
50,28.82030678,32.41393661,9.071475029,1.967226028,13.64064312,6.73491382598877,1.11707496643066,10.4080934524536,1.04295694828033,35.4092407226563,45.5608024597168,156.193145751953,12.2449655532837,1.97098684310913,
51,29.76471519,32.7205925,9.156322479,1.97445178,13.92999077,6.78968286514282,1.12139439582825,10.5133934020996,1.05923664569855,34.8404083251953,45.6235237121582,156.080001831055,11.8674936294556,1.9914778470993,
52,30.70713615,33.02119064,9.240140915,1.981582046,14.21741772,6.8438835144043,1.12563943862915,10.6204481124878,1.07642722129822,34.2750854492188,45.6869354248047,155.968338012695,11.5125865936279,2.01185035705566,
53,31.65209579,33.31741714,9.32336235,1.98867321,14.50434589,6.89753150939941,1.12982320785522,10.7289152145386,1.09442400932312,33.7138824462891,45.751091003418,155.858184814453,11.1792325973511,2.03207230567932,
54,32.5929718,33.6074791,9.40542984,1.995696425,14.78880978,6.95063447952271,1.13395655155182,10.8384799957275,1.1131306886673,33.157356262207,45.8160400390625,155.749542236328,10.8664569854736,2.05211567878723,
55,33.53426743,33.89300919,9.48677063,2.002703667,15.07221508,7.00319290161133,1.13804888725281,10.9488534927368,1.13245844841003,32.6060218811035,45.8818206787109,155.64241027832,10.5733222961426,2.07195591926575,
56,34.47382736,34.17356491,9.567215919,2.009695768,15.35394764,7.05522966384888,1.14211177825928,11.0597953796387,1.15233099460602,32.0603523254395,45.9484710693359,155.536819458008,10.298942565918,2.09157752990723,
57,35.41169739,34.44939041,9.646800995,2.016688108,15.63406277,7.10675716400146,1.14615416526794,11.1710815429688,1.17267751693726,31.5207824707031,46.0160255432129,155.432754516602,10.0424633026123,2.11096668243408,
58,36.3457222,34.72005844,9.725367546,2.023678303,15.91195869,7.15777826309204,1.15018320083618,11.2825050354004,1.19343197345734,30.9877033233643,46.0845146179199,155.33024597168,9.80306243896484,2.13011050224304,
59,37.27817154,34.98643112,9.803132057,2.030695438,16.18834305,7.20830345153809,1.15420627593994,11.3938865661621,1.2145357131958,30.4614734649658,46.1539611816406,155.229278564453,9.5799560546875,2.1489999294281,
60,38.20689011,35.24807739,9.879940033,2.037733793,16.46261597,7.25834655761719,1.1582305431366,11.505069732666,1.23593640327454,29.9424171447754,46.2243881225586,155.129867553711,9.37239456176758,2.16762948036194,
61,39.12973785,35.50458908,9.955639839,2.044786453,16.73418617,7.30789804458618,1.16225934028625,11.6158971786499,1.2575820684433,29.4308242797852,46.2958145141602,155.032012939453,9.17965221405029,2.18599009513855,
62,40.04896927,35.75676727,10.03043842,2.051878691,17.00375366,7.35695743560791,1.16629636287689,11.7262334823608,1.27942621707916,28.9269561767578,46.3682556152344,154.935729980469,9.00103282928467,2.20407652854919,
63,40.96463013,36.0048027,10.10436726,2.059017658,17.27136612,7.40554141998291,1.17034757137299,11.8359718322754,1.30143070220947,28.4310474395752,46.4417266845703,154.841018676758,8.8358793258667,2.22188901901245,
64,41.87238693,36.24768448,10.17710018,2.066175699,17.53579712,7.45364379882813,1.17441463470459,11.9450016021729,1.3235559463501,27.943302154541,46.5162353515625,154.74787902832,8.68355274200439,2.23942279815674,
65,42.77668381,36.48674774,10.24901199,2.073392153,17.79837036,7.50126361846924,1.17849981784821,12.0532274246216,1.34576690196991,27.4639015197754,46.5917854309082,154.656326293945,8.54344177246094,2.25667691230774,
66,43.67536926,36.72156906,10.31995583,2.080653906,18.05849457,7.54841756820679,1.18260729312897,12.1605787277222,1.36803555488586,26.9930019378662,46.6683883666992,154.566375732422,8.41497135162354,2.27365350723267,
67,44.56850052,36.95231628,10.38996029,2.087965488,18.31622887,7.59510898590088,1.18673884868622,12.2669878005981,1.3903341293335,26.5307369232178,46.7460441589355,154.477996826172,8.29758262634277,2.29035377502441,
68,45.45393753,37.17855453,10.45887566,2.095310688,18.57097435,7.64133405685425,1.19089448451996,12.372386932373,1.41263544559479,26.077220916748,46.8247528076172,154.391220092773,8.19073867797852,2.30677771568298,
69,46.33174515,37.40045166,10.52672863,2.102691889,18.82279015,7.68707895278931,1.19507265090942,12.4767093658447,1.43491280078888,25.63254737854,46.9045219421387,154.306030273438,8.09392070770264,2.32292342185974,
70,47.20412827,37.61869812,10.59371281,2.110128164,19.07234192,7.73234987258911,1.1992746591568,12.5799112319946,1.45714521408081,25.1967887878418,46.9853401184082,154.222457885742,8.0066385269165,2.33879423141479,
71,48.07113647,37.83340836,10.65984726,2.117621422,19.31967545,7.77716636657715,1.20350348949432,12.6819658279419,1.47931730747223,24.7700061798096,47.0672149658203,154.140472412109,7.92843151092529,2.35439586639404,
72,48.9284668,38.04362869,10.72482395,2.125133753,19.56358147,7.82152032852173,1.20775723457336,12.7828330993652,1.50141000747681,24.3522415161133,47.1501388549805,154.060089111328,7.85884618759155,2.36972999572754,
73,49.78050995,38.25054169,10.78899574,2.132703304,19.80534744,7.86541128158569,1.2120349407196,12.8824815750122,1.52340626716614,23.9435195922852,47.2341003417969,153.981307983398,7.79745054244995,2.38479828834534,
74,50.62297058,38.45323181,10.85205746,2.140291214,20.04378319,7.9088397026062,1.21633553504944,12.9808883666992,1.54529178142548,23.5438537597656,47.3190994262695,153.904144287109,7.74383211135864,2.39960432052612,
75,51.45804977,38.65231705,10.91418934,2.147915125,20.27953529,7.95179605484009,1.22065663337708,13.0780239105225,1.56705093383789,23.1532421112061,47.4051208496094,153.828598022461,7.69759082794189,2.41414928436279,
76,52.2857933,38.84790039,10.97541428,2.15557456,20.51264763,7.99428796768188,1.22499811649323,13.1738767623901,1.58867263793945,22.771671295166,47.4921569824219,153.754638671875,7.6583514213562,2.42843747138977,
77,53.10408401,39.03958511,11.03559113,2.163247347,20.74254799,8.03631019592285,1.2293576002121,13.2684307098389,1.61014497280121,22.3991184234619,47.5802040100098,153.68229675293,7.6257495880127,2.44247150421143,
78,53.91510391,39.22796631,11.09489822,2.170952082,20.96987724,8.07786178588867,1.23373353481293,13.3616733551025,1.63145732879639,22.0355472564697,47.6692428588867,153.611557006836,7.59943723678589,2.45625424385071,
79,54.71889496,39.41314316,11.15335274,2.178686857,21.19466972,8.11895370483398,1.23812627792358,13.4536066055298,1.65260326862335,21.6809101104736,47.7592658996582,153.542419433594,7.57908725738525,2.46979212760925,
80,55.51334381,39.59468842,11.21081448,2.186428785,21.41635704,8.15958595275879,1.24253356456757,13.5442266464233,1.67357468605042,21.3351573944092,47.8502616882324,153.474884033203,7.56438302993774,2.48308801651001,
81,56.2984848,39.77272797,11.26730633,2.194175482,21.63497543,8.19974803924561,1.24695146083832,13.6335220336914,1.69436180591583,20.9982242584229,47.9422073364258,153.408935546875,7.55501556396484,2.49614357948303,
82,57.07649231,39.94778442,11.32299137,2.201945305,21.8511467,8.23944473266602,1.25137901306152,13.7214956283569,1.71495878696442,20.6700401306152,48.0350952148438,153.344589233398,7.55069637298584,2.50896334648132,
83,57.84311676,40.11902618,11.37758827,2.209692717,22.06372833,8.2786693572998,1.25581276416779,13.808144569397,1.73535811901093,20.350528717041,48.1289100646973,153.281845092773,7.55114316940308,2.52154994010925,
84,58.60480881,40.28792953,11.43156338,2.217479944,22.27451324,8.31742858886719,1.26025235652924,13.8934774398804,1.75555622577667,20.0396041870117,48.2236366271973,153.220718383789,7.55609321594238,2.53390765190125,
85,59.35518265,40.45313263,11.48447609,2.225239277,22.48176193,8.35572910308838,1.26469695568085,13.9775037765503,1.77554965019226,19.7371768951416,48.3192558288574,153.161178588867,7.56529569625854,2.54604172706604,
86,60.09640884,40.61521149,11.53649521,2.232988834,22.68609428,8.3935546875,1.26914083957672,14.0602169036865,1.79533076286316,19.443151473999,48.4157524108887,153.103210449219,7.57849931716919,2.55795216560364,
87,60.83065033,40.77468109,11.58778667,2.240748644,22.88812256,8.43091773986816,1.27358424663544,14.1416320800781,1.81489789485931,19.1574268341064,48.5131034851074,153.046813964844,7.59547567367554,2.56964492797852,
88,61.55365753,40.93067169,11.63806343,2.248470306,23.08670044,8.46781444549561,1.27802455425262,14.221755027771,1.83424699306488,18.8798980712891,48.6112976074219,152.992004394531,7.61600112915039,2.58112263679504,
89,62.26974106,41.084198,11.68763542,2.256196976,23.28303337,8.50424480438232,1.28245949745178,14.3005952835083,1.8533753156662,18.6104545593262,48.7103080749512,152.938751220703,7.63986301422119,2.59238862991333,
90,62.97677231,41.23481369,11.73636627,2.263902426,23.47654343,8.54022026062012,1.28688931465149,14.3781700134277,1.87228286266327,18.3489856719971,48.8101196289063,152.887084960938,7.66686344146729,2.60344862937927,
91,63.67266464,41.38216782,11.78412533,2.271560192,23.66668892,8.57572841644287,1.29130876064301,14.4544792175293,1.89096450805664,18.0953750610352,48.9107131958008,152.836975097656,7.69680118560791,2.61430358886719,
92,64.36169434,41.52719116,11.83121586,2.279214621,23.85464859,8.61077117919922,1.29571616649628,14.5295362472534,1.90941858291626,17.8495006561279,49.0120697021484,152.78840637207,7.72949123382568,2.6249566078186,
93,65.04175568,41.66949081,11.87749958,2.286839008,24.03986359,8.64536190032959,1.3001127243042,14.6033611297607,1.9276465177536,17.6112403869629,49.1141700744629,152.741394042969,7.76476335525513,2.63541316986084,
94,65.71074677,41.8086853,11.92285061,2.294406652,24.22178078,8.67948818206787,1.30449318885803,14.6759576797485,1.94564437866211,17.3804721832275,49.2169876098633,152.695922851563,7.80244159698486,2.64567494392395,
95,66.37294006,41.94570541,11.96756363,2.301962852,24.401577,8.71315479278564,1.30885636806488,14.7473392486572,1.96341156959534,17.1570701599121,49.3205070495605,152.651977539063,7.84236431121826,2.65574479103088,
96,67.02622986,42.08013535,12.01150417,2.309480667,24.57868767,8.74637413024902,1.31320333480835,14.8175268173218,1.98095035552979,16.9409065246582,49.4247055053711,152.609573364258,7.8843846321106,2.66562843322754,
97,67.66851807,42.21160889,12.05454159,2.316932678,24.75256348,8.77913570404053,1.31752920150757,14.8865270614624,1.99825739860535,16.7318515777588,49.5295639038086,152.56867980957,7.92834949493408,2.67532706260681,
98,68.30406952,42.34102249,12.09697247,2.324365854,24.92437363,8.81144332885742,1.32183277606964,14.9543552398682,2.01533317565918,16.5297756195068,49.6350631713867,152.529296875,7.97411775588989,2.68484377861023,
99,68.92866516,42.46758652,12.13851833,2.331727743,25.09299278,8.84329891204834,1.32611298561096,15.0210247039795,2.03217768669128,16.3345470428467,49.7411766052246,152.491424560547,8.02155685424805,2.6941819190979,
100,69.54654694,42.59215164,12.17947483,2.339065313,25.25956917,8.87470531463623,1.33036828041077,15.0865497589111,2.04879140853882,16.1460342407227,49.8478813171387,152.455032348633,8.07053852081299,2.70334458351135,
101,70.15563202,42.71434784,12.21970558,2.346351862,25.42355919,8.90567779541016,1.33459985256195,15.1509523391724,2.06517720222473,15.9641056060791,49.9551582336426,152.420150756836,8.12094974517822,2.71233677864075,
102,70.75380707,42.83378983,12.25908184,2.353558779,25.58440399,8.93620300292969,1.33880269527435,15.2142400741577,2.08133316040039,15.7886295318604,50.0629806518555,152.386734008789,8.1726655960083,2.72115898132324,
103,71.34532928,42.9513588,12.2978878,2.360734701,25.74326134,8.96628475189209,1.34297597408295,15.2764272689819,2.09725952148438,15.6194725036621,50.1713333129883,152.354782104492,8.22557640075684,2.72981429100037,
104,71.92810059,43.06666946,12.33599949,2.367852449,25.89957619,8.99593639373779,1.34712100028992,15.3375339508057,2.11295986175537,15.4565019607544,50.2801895141602,152.324295043945,8.27958297729492,2.73830771446228,
105,72.50213623,43.17974854,12.37341499,2.374909163,26.05336761,9.02515697479248,1.35123562812805,15.397575378418,2.12843441963196,15.2995862960815,50.389533996582,152.295257568359,8.33458232879639,2.7466413974762,
106,73.06743622,43.29063416,12.41014957,2.381902933,26.20464134,9.05394744873047,1.35531795024872,15.4565649032593,2.14368414878845,15.1485939025879,50.4993362426758,152.267654418945,8.39048004150391,2.75481772422791,
107,73.62404633,43.39933777,12.446208,2.388831377,26.35341644,9.08230781555176,1.35936665534973,15.51451587677,2.15870952606201,15.0033941268921,50.6095809936523,152.241500854492,8.44718456268311,2.76283931732178,
108,74.17195129,43.50590897,12.48159504,2.395692348,26.49970627,9.11023902893066,1.36337995529175,15.571439743042,2.17351126670837,14.8638563156128,50.7202377319336,152.216766357422,8.50460624694824,2.77070784568787,
109,74.71327972,43.61077881,12.51645374,2.402510405,26.64408302,9.1377534866333,1.36735904216766,15.6273574829102,2.18809294700623,14.729850769043,50.8312911987305,152.193435668945,8.562668800354,2.7784276008606,
110,75.24385071,43.71315384,12.55051994,2.409230947,26.78543854,9.16484928131104,1.37130200862885,15.682279586792,2.20245480537415,14.6012496948242,50.9427146911621,152.171508789063,8.62129211425781,2.7860004901886,
111,75.76786041,43.81387329,12.5840683,2.41590476,26.92490387,9.19152545928955,1.37520694732666,15.7362203598022,2.21659731864929,14.4779253005981,51.0544929504395,152.150985717773,8.68039894104004,2.79342865943909,
112,76.28323364,43.91257858,12.61697865,2.42250371,27.06193542,9.21779155731201,1.37907493114471,15.7891969680786,2.23052406311035,14.3597507476807,51.1665954589844,152.1318359375,8.73992252349854,2.80071568489075,
113,76.79208374,44.00966263,12.64938259,2.42905283,27.19709778,9.24365711212158,1.38290643692017,15.8412275314331,2.24423766136169,14.246600151062,51.2790031433105,152.114059448242,8.79979991912842,2.80786490440369,
114,77.29231262,44.10475159,12.68115139,2.435523272,27.32983971,9.26912975311279,1.38670146465302,15.8923311233521,2.25774121284485,14.1383504867554,51.3917007446289,152.097640991211,8.85997104644775,2.81487917900085,
115,77.78393555,44.19786835,12.71228886,2.441913605,27.46017456,9.29420280456543,1.39045655727386,15.9425134658813,2.27103447914124,14.0348796844482,51.5046615600586,152.082580566406,8.92037105560303,2.82175970077515,
116,78.26696014,44.28905487,12.74280834,2.44822216,27.58811951,9.31887245178223,1.3941695690155,15.9917840957642,2.28411722183228,13.9360656738281,51.6178665161133,152.06884765625,8.98093795776367,2.82850742340088,
117,78.74350739,44.37871552,12.77284145,2.454474449,27.71422958,9.34314632415771,1.39784145355225,16.0401611328125,2.2969925403595,13.8417892456055,51.7312927246094,152.056442260742,9.0416202545166,2.83512568473816,
118,79.2135849,44.46685791,12.80239487,2.460669756,27.83851814,9.36704158782959,1.40147507190704,16.0876655578613,2.30966567993164,13.751932144165,51.8449172973633,152.045349121094,9.10237503051758,2.84161877632141,
119,79.67508698,44.55312729,12.83133984,2.466778994,27.96044159,9.39056205749512,1.40506970882416,16.134313583374,2.32213807106018,13.6663789749146,51.9587249755859,152.035583496094,9.16315364837646,2.84798884391785,
120,80.12804413,44.63751984,12.85968399,2.472800255,28.08000565,9.41369915008545,1.40862131118774,16.1801090240479,2.33440947532654,13.5850133895874,52.0726890563965,152.027099609375,9.22390460968018,2.85423588752747,
121,80.57453918,44.72044754,12.88755608,2.478760004,28.19776535,9.43645572662354,1.41213011741638,16.2250671386719,2.34648180007935,13.5077238082886,52.1867904663086,152.019912719727,9.28458404541016,2.86036252975464,
122,81.01459503,44.80194473,12.91496658,2.484657526,28.31373787,9.45884799957275,1.41559851169586,16.2692070007324,2.35835957527161,13.4343976974487,52.3010101318359,152.014007568359,9.34515762329102,2.86637258529663,
123,81.44613647,44.88162613,12.94178391,2.490463257,28.42737579,9.48087692260742,1.41902542114258,16.3125381469727,2.37004423141479,13.3649253845215,52.4153289794922,152.009353637695,9.40558624267578,2.87226748466492,
124,81.87123871,44.95988464,12.96814823,2.496204138,28.53923416,9.50254058837891,1.42240953445435,16.355073928833,2.38153743743896,13.2991991043091,52.529727935791,152.005950927734,9.4658317565918,2.87804889678955,
125,82.2878418,45.03636169,12.993927,2.501851082,28.64877701,9.52384185791016,1.42574989795685,16.3968238830566,2.39284038543701,13.2371129989624,52.6441841125488,152.003768920898,9.52585792541504,2.88371801376343,
126,82.70012665,45.11183167,13.01938534,2.507459402,28.75709915,9.54479122161865,1.42904853820801,16.4378051757813,2.40395665168762,13.1785621643066,52.7586822509766,152.002838134766,9.58563613891602,2.88927841186523,
127,83.10391235,45.18556213,13.04426956,2.512971163,28.86311913,9.56539821624756,1.43230652809143,16.4780368804932,2.41488981246948,13.1234445571899,52.8732032775879,152.003112792969,9.64514064788818,2.89473247528076,
128,83.50130463,45.25792694,13.06871414,2.518414259,28.96739006,9.58565998077393,1.43552148342133,16.5175228118896,2.42564058303833,13.0716581344604,52.987720489502,152.004592895508,9.70434093475342,2.90008115768433,
129,83.89229584,45.32892609,13.09271431,2.52378726,29.06990814,9.60558319091797,1.43869471549988,16.5562801361084,2.43621182441711,13.0231056213379,53.102222442627,152.007263183594,9.76321029663086,2.90532732009888,
130,84.27482605,45.39822388,13.11614799,2.529060841,29.17014313,9.62516403198242,1.44182360172272,16.5943145751953,2.44660401344299,12.9776887893677,53.2166938781738,152.011123657227,9.82172107696533,2.91047096252441,
131,84.65306854,45.46656418,13.13928032,2.534291267,29.26918793,9.64441013336182,1.44490945339203,16.6316394805908,2.4568202495575,12.9353122711182,53.3311080932617,152.016143798828,9.87985134124756,2.91551494598389,
